       7,       41, 3.6900369004e-03 
       7,       42, 3.6900369004e-03 
       7,       43, 3.6900369004e-03 
       7,       44, 3.6900369004e-03 
       7,       45, 3.6900369004e-03 
       7,       46, 3.6900369004e-03 
       8,       39, 3.6900369004e-03 
       8,       40, 3.6900369004e-03 
       8,       41, 3.6900369004e-03 
       8,       46, 3.6900369004e-03 
       8,       47, 3.6900369004e-03 
       8,       48, 3.6900369004e-03 
       9,       38, 3.6900369004e-03 
       9,       48, 3.6900369004e-03 
       9,       49, 3.6900369004e-03 
       9,       50, 3.6900369004e-03 
      10,       37, 3.6900369004e-03 
      10,       38, 3.6900369004e-03 
      10,       50, 3.6900369004e-03 
      10,       51, 3.6900369004e-03 
      11,       36, 3.6900369004e-03 
      11,       37, 3.6900369004e-03 
      11,       51, 3.6900369004e-03 
      12,       36, 3.6900369004e-03 
      13,       31, 3.6900369004e-03 
      13,       32, 3.6900369004e-03 
      13,       33, 3.6900369004e-03 
      13,       34, 3.6900369004e-03 
      13,       35, 3.6900369004e-03 
      13,       43, 3.6900369004e-03 
      13,       44, 3.6900369004e-03 
      13,       52, 3.6900369004e-03 
      13,       53, 3.6900369004e-03 
      14,       30, 3.6900369004e-03 
      14,       31, 3.6900369004e-03 
      14,       34, 3.6900369004e-03 
      14,       45, 3.6900369004e-03 
      14,       46, 3.6900369004e-03 
      14,       53, 3.6900369004e-03 
      15,       28, 3.6900369004e-03 
      15,       29, 3.6900369004e-03 
      15,       33, 3.6900369004e-03 
      15,       34, 3.6900369004e-03 
      15,       46, 3.6900369004e-03 
      15,       47, 3.6900369004e-03 
      15,       53, 3.6900369004e-03 
      16,       27, 3.6900369004e-03 
      16,       28, 3.6900369004e-03 
      16,       33, 3.6900369004e-03 
      16,       47, 3.6900369004e-03 
      16,       48, 3.6900369004e-03 
      16,       54, 3.6900369004e-03 
      17,       27, 3.6900369004e-03 
      17,       32, 3.6900369004e-03 
      17,       33, 3.6900369004e-03 
      17,       48, 3.6900369004e-03 
      17,       49, 3.6900369004e-03 
      17,       54, 3.6900369004e-03 
      18,       26, 3.6900369004e-03 
      18,       32, 3.6900369004e-03 
      18,       49, 3.6900369004e-03 
      18,       50, 3.6900369004e-03 
      18,       54, 3.6900369004e-03 
      18,       55, 3.6900369004e-03 
      19,       25, 3.6900369004e-03 
      19,       26, 3.6900369004e-03 
      19,       32, 3.6900369004e-03 
      19,       50, 3.6900369004e-03 
      19,       55, 3.6900369004e-03 
      20,       25, 3.6900369004e-03 
      20,       31, 3.6900369004e-03 
      20,       32, 3.6900369004e-03 
      20,       50, 3.6900369004e-03 
      20,       51, 3.6900369004e-03 
      20,       55, 3.6900369004e-03 
      21,       24, 3.6900369004e-03 
      21,       25, 3.6900369004e-03 
      21,       31, 3.6900369004e-03 
      21,       51, 3.6900369004e-03 
      21,       55, 3.6900369004e-03 
      21,       56, 3.6900369004e-03 
      22,       24, 3.6900369004e-03 
      22,       31, 3.6900369004e-03 
      22,       51, 3.6900369004e-03 
      22,       56, 3.6900369004e-03 
      23,       23, 3.6900369004e-03 
      23,       31, 3.6900369004e-03 
      23,       56, 3.6900369004e-03 
      24,       23, 3.6900369004e-03 
      24,       31, 3.6900369004e-03 
      24,       56, 3.6900369004e-03 
      25,       22, 3.6900369004e-03 
      25,       30, 3.6900369004e-03 
      25,       48, 3.6900369004e-03 
      25,       49, 3.6900369004e-03 
      25,       50, 3.6900369004e-03 
      25,       51, 3.6900369004e-03 
      25,       52, 3.6900369004e-03 
      25,       56, 3.6900369004e-03 
      26,       22, 3.6900369004e-03 
      26,       30, 3.6900369004e-03 
      26,       47, 3.6900369004e-03 
      26,       48, 3.6900369004e-03 
      26,       52, 3.6900369004e-03 
      26,       53, 3.6900369004e-03 
      26,       54, 3.6900369004e-03 
      26,       56, 3.6900369004e-03 
      27,       21, 3.6900369004e-03 
      27,       22, 3.6900369004e-03 
      27,       30, 3.6900369004e-03 
      27,       46, 3.6900369004e-03 
      27,       47, 3.6900369004e-03 
      27,       54, 3.6900369004e-03 
      27,       57, 3.6900369004e-03 
      28,       21, 3.6900369004e-03 
      28,       30, 3.6900369004e-03 
      28,       45, 3.6900369004e-03 
      28,       46, 3.6900369004e-03 
      28,       54, 3.6900369004e-03 
      28,       55, 3.6900369004e-03 
      28,       57, 3.6900369004e-03 
      29,       21, 3.6900369004e-03 
      29,       30, 3.6900369004e-03 
      29,       45, 3.6900369004e-03 
      29,       55, 3.6900369004e-03 
      29,       57, 3.6900369004e-03 
      30,       21, 3.6900369004e-03 
      30,       30, 3.6900369004e-03 
      30,       45, 3.6900369004e-03 
      30,       55, 3.6900369004e-03 
      30,       57, 3.6900369004e-03 
      31,       21, 3.6900369004e-03 
      31,       30, 3.6900369004e-03 
      31,       45, 3.6900369004e-03 
      31,       55, 3.6900369004e-03 
      31,       57, 3.6900369004e-03 
      32,       21, 3.6900369004e-03 
      32,       30, 3.6900369004e-03 
      32,       45, 3.6900369004e-03 
      32,       54, 3.6900369004e-03 
      32,       55, 3.6900369004e-03 
      32,       57, 3.6900369004e-03 
      33,       21, 3.6900369004e-03 
      33,       30, 3.6900369004e-03 
      33,       45, 3.6900369004e-03 
      33,       46, 3.6900369004e-03 
      33,       51, 3.6900369004e-03 
      33,       54, 3.6900369004e-03 
      33,       57, 3.6900369004e-03 
      34,       21, 3.6900369004e-03 
      34,       30, 3.6900369004e-03 
      34,       46, 3.6900369004e-03 
      34,       47, 3.6900369004e-03 
      34,       51, 3.6900369004e-03 
      34,       52, 3.6900369004e-03 
      34,       53, 3.6900369004e-03 
      34,       54, 3.6900369004e-03 
      34,       56, 3.6900369004e-03 
      34,       57, 3.6900369004e-03 
      35,       21, 3.6900369004e-03 
      35,       30, 3.6900369004e-03 
      35,       47, 3.6900369004e-03 
      35,       48, 3.6900369004e-03 
      35,       49, 3.6900369004e-03 
      35,       50, 3.6900369004e-03 
      35,       51, 3.6900369004e-03 
      35,       52, 3.6900369004e-03 
      35,       56, 3.6900369004e-03 
      36,       21, 3.6900369004e-03 
      36,       22, 3.6900369004e-03 
      36,       30, 3.6900369004e-03 
      36,       50, 3.6900369004e-03 
      36,       51, 3.6900369004e-03 
      36,       56, 3.6900369004e-03 
      37,       22, 3.6900369004e-03 
      37,       30, 3.6900369004e-03 
      37,       50, 3.6900369004e-03 
      37,       56, 3.6900369004e-03 
      38,       22, 3.6900369004e-03 
      38,       23, 3.6900369004e-03 
      38,       30, 3.6900369004e-03 
      38,       31, 3.6900369004e-03 
      38,       49, 3.6900369004e-03 
      38,       56, 3.6900369004e-03 
